0	123	0.004761905
0	116	0.088095238
0	115	0.095238095
0	133	0.088095238
0	97	0.052380952
0	96	0.052380952
0	94	0.052380952
0	93	0.052380952
0	92	0.052380952
0	47	0.021428571
0	46	0.021428571
0	98	0.052380952
0	91	0.052380952
0	88	0.071428571
0	45	0.021428571
0	37	0.080952381
0	44	0.021428571
0	43	0.021428571
0	48	0.021428571
0	24	0.076190476
1	33	0.096491228
1	32	0.096491228
1	31	0.096491228
1	39	0.096491228
1	38	0.096491228
1	37	0.096491228
1	29	0.052631579
1	36	0.096491228
1	35	0.096491228
1	34	0.096491228
1	14	0.00877193
1	13	0.00877193
1	12	0.00877193
1	19	0.00877193
1	18	0.00877193
1	17	0.00877193
1	16	0.00877193
1	11	0.00877193
1	5	0.00877193
2	75	0.333333333
2	114	0.166666667
2	73	0.5
3	91	1
4	9	1
5	49	0.03030303
5	57	0.075757576
5	14	0.015151515
5	12	0.060606061
5	9	0.128787879
5	8	0.128787879
5	7	0.128787879
5	6	0.128787879
5	10	0.128787879
5	5	0.128787879
5	0	0.045454545
6	117	0.037433155
6	129	0.042780749
6	99	0.050802139
6	133	0.032085561
6	131	0.026737968
6	76	0.080213904
6	75	0.080213904
6	114	0.050802139
6	97	0.005347594
6	96	0.005347594
6	94	0.005347594
6	93	0.005347594
6	92	0.005347594
6	98	0.005347594
6	91	0.005347594
6	74	0.080213904
6	73	0.080213904
6	77	0.080213904
6	72	0.080213904
6	71	0.080213904
6	70	0.080213904
6	69	0.080213904
7	128	0.107142857
7	114	0.142857143
7	81	0.071428571
7	80	0.035714286
7	60	0.25
7	30	0.196428571
7	29	0.196428571
8	119	0.083333333
8	118	0.083333333
8	76	0.083333333
8	75	0.083333333
8	114	0.083333333
8	74	0.083333333
8	73	0.083333333
8	77	0.083333333
8	72	0.083333333
8	71	0.083333333
8	70	0.083333333
8	69	0.083333333
9	33	0.064935065
9	32	0.064935065
9	31	0.064935065
9	39	0.064935065
9	38	0.064935065
9	37	0.064935065
9	36	0.064935065
9	35	0.064935065
9	34	0.064935065
9	14	0.043290043
9	12	0.086580087
9	18	0.004329004
9	17	0.012987013
9	25	0.008658009
9	11	0.090909091
9	9	0.028138528
9	8	0.028138528
9	7	0.028138528
9	6	0.028138528
9	10	0.028138528
9	5	0.028138528
10	46	0.064285714
10	67	0.019047619
10	64	0.004761905
10	33	0.064285714
10	14	0.064285714
10	27	0.064285714
10	13	0.019047619
10	12	0.064285714
10	22	0.064285714
10	19	0.019047619
10	18	0.019047619
10	17	0.064285714
10	16	0.019047619
10	11	0.064285714
10	7	0.064285714
10	5	0.064285714
10	3	0.064285714
10	2	0.064285714
10	1	0.064285714
10	0	0.064285714
11	47	0.007352941
11	33	0.044117647
11	32	0.044117647
11	31	0.044117647
11	39	0.044117647
11	38	0.044117647
11	37	0.044117647
11	36	0.044117647
11	35	0.044117647
11	34	0.044117647
11	9	0.099264706
11	8	0.099264706
11	7	0.099264706
11	6	0.099264706
11	10	0.099264706
11	5	0.099264706
12	106	0.25
12	105	0.25
12	104	0.25
12	103	0.25
13	85	0.047619048
13	42	0.095238095
13	34	0.142857143
13	13	0.214285714
13	12	0.214285714
13	5	0.285714286
14	134	0.5
14	133	0.166666667
14	88	0.333333333
15	56	1
16	33	0.1
16	32	0.1
16	31	0.1
16	39	0.1
16	38	0.1
16	37	0.1
16	36	0.1
16	35	0.181818182
16	34	0.1
16	6	0.018181818
17	14	0.138888889
17	19	0.027777778
17	9	0.138888889
17	8	0.138888889
17	7	0.138888889
17	6	0.138888889
17	10	0.138888889
17	5	0.138888889
18	97	0.003003003
18	47	0.035285285
18	46	0.035285285
18	86	0.005255255
18	49	0.035285285
18	65	0.001501502
18	59	0.005255255
18	33	0.035285285
18	32	0.035285285
18	41	0.035285285
18	31	0.035285285
18	45	0.035285285
18	39	0.035285285
18	38	0.035285285
18	37	0.035285285
18	30	0.035285285
18	29	0.035285285
18	44	0.035285285
18	36	0.035285285
18	35	0.035285285
18	43	0.035285285
18	48	0.035285285
18	42	0.035285285
18	34	0.035285285
18	21	0.015015015
18	9	0.035285285
18	8	0.035285285
18	7	0.035285285
18	6	0.035285285
18	10	0.035285285
18	5	0.035285285
18	4	0.010510511
18	3	0.010510511
18	2	0.010510511
18	1	0.010510511
18	0	0.010510511
19	14	0.069852941
19	28	0.007352941
19	27	0.014705882
19	13	0.069852941
19	12	0.069852941
19	19	0.069852941
