0	354	1	0
1	187	0	0.782051282
2	140	0	0.782051282
3	124	0	0
4	411	1	0.733333333
5	158	1	0.833333333
6	276	1	0.815384615
7	189	1	0.797435897
8	76	0	0.8
9	76	0	0
10	9	1	0.784615385
11	4	1	0.012820513
12	8	1	0.038461538
13	4	1	0.023076923
14	11	1	0.069230769
15	24	0	0.017948718
16	8	1	0
17	4	1	0.012820513
18	57	1	0
19	13	1	0
20	242	1	0.012820513
21	99	1	0.069230769
22	34	1	0.025641026
23	76	0	0.012820513
24	31	0	0.012820513
25	208	1	0.064102564
26	13	1	0.012820513
27	9	1	0.033333333
28	49	1	0.007692308
29	29	1	0.651282051
30	108	1	0.651282051
31	12	1	0
32	21	1	0.656410256
33	53	1	0.656410256
34	8	1	0.653846154
35	8	0	0
36	8	1	0
37	8	1	0.653846154
38	4	1	0.658974359
39	8	1	0.653846154
40	8	0	0.664102564
41	11	1	0.764102564
42	195	1	0.641025641
43	49	1	0.751282051
44	4	1	0.761538462
45	8	0	0.748717949
46	12	1	0.766666667
47	24	0	0
48	27	0	0
49	122	1	0.741025641
50	330	1	0.78974359
51	85	1	0.702564103
52	60	1	0.661538462
53	184	1	0.661538462
54	184	1	0.661538462
55	184	0	0.661538462
56	38	1	0.646153846
57	78	1	0.81025641
58	77	1	0.802564103
59	144	1	0.802564103
60	76	1	0.802564103
61	44	0	0
62	75	1	0.656410256
63	75	0	0
64	103	1	0.046153846
65	223	0	0.058974359
66	118	0	0
67	143	1	0.058974359
68	24	1	0
69	35	1	0.092307692
70	188	1	0.097435897
71	32	0	0
72	37	0	0
73	135	1	0.107692308
74	199	1	0.092307692
75	177	1	0.094871795
76	37	1	0.084615385
77	21	1	0
78	120	1	0.023076923
79	295	1	0.743589744
80	291	1	0.597435897
81	189	1	0.553846154
82	252	0	0.607692308
83	366	1	0
84	366	1	0.6
85	99	1	0.007692308
86	35	1	0.01025641
87	123	1	0.007692308
88	30	1	0.1
89	79	1	0.051282051
90	27	1	0.012820513
91	75	0	0.041025641
92	158	1	0.097435897
93	13	0	0.043589744
94	99	1	0.3
95	276	0	0.048717949
96	99	0	0.41025641
97	27	1	0.038461538
98	7000	0	0.038461538
99	70	1	0.025641026
100	137	0	0
101	13	1	0.020512821
102	13	1	0.020512821
103	27	0	0
104	27	0	0
105	27	0	0.030769231
106	27	0	0
107	27	0	0.012820513
108	27	0	0
109	39	0	0.012820513
110	59	0	0.012820513
111	23	0	0.053846154
112	25	0	0.01025641
113	152	0	0.017948718
114	123	0	0.087179487
115	223	1	0.051282051
116	19	0	0
117	47	1	0.051282051
118	27	1	0.064102564
119	27	1	0.082051282
120	52	0	0
121	11	0	0
122	81	1	0
123	15	1	0.005128205
124	58	1	0.012820513
125	26	1	0.005128205
126	20	1	0.035897436
127	373	1	0
128	254	0	0
129	262	1	0.033333333
130	16	1	0.035897436
131	23	0	0.007692308
132	316	1	0.012820513
133	342	1	0.115384615
134	46	1	0.038461538
135	66	1	0.012820513
136	66	1	0.012820513
